id,floors
6189200125,2.0
9286000240,2.0
8691370400,2.0
5423010350,2.0
3760000030,2.0
9828702519,2.0
4432600075,2.0
7852030960,2.0
7852170140,2.0
1245002952,2.0
3885805665,2.0
5126310400,2.0
7322910030,2.0
925059288,2.0
1923069078,2.0
7202331420,2.0
3225079035,2.0
1843200240,2.0
4403600270,2.0
2459500310,2.0
9485740340,2.0
622049114,2.0
2270000070,2.0
7800800160,2.0
2944000240,2.0
4139400710,2.0
7899800860,2.0
1373800295,2.0
4025300135,2.0
4309710240,2.0
5486800070,2.0
4376700570,2.0
8648100200,2.0
6431500140,2.0
2725069050,2.0
7203102050,2.0
5104510270,2.0
98020350,2.0
8669160310,2.0
1088650310,2.0
7853240200,2.0
3876300310,2.0
7504010570,2.0
1442740140,2.0
2781280390,2.0
9542830350,2.0
1123049053,2.0
3278600240,2.0
7846200070,2.0
662310400,2.0
8651100140,2.0
4233400340,2.0
3904901710,2.0
6865200444,2.0
5631500868,2.0
3905040800,2.0
4379400260,2.0
6600700030,2.0
3904930240,2.0
8078570390,2.0
9485951170,2.0
5379805460,2.0
6379500640,2.0
7852180340,2.0
7849202231,2.0
5196410260,2.0
259900160,2.0
1062100116,2.0
7613700521,2.0
1959701890,2.0
7852070060,2.0
3526069070,2.0
5104540240,2.0
3438500486,2.0
2346200030,2.0
1321710030,2.0
7853290030,2.0
5450900060,2.0
1402600700,2.0
3121500340,2.0
6664000030,2.0
6055000310,2.0
3216900060,2.0
8077210350,2.0
8820903380,2.0
8820903380,2.0
3793500550,2.0
2225059214,2.0
7694800270,2.0
1853000510,2.0
2723089104,2.0
2619950350,2.0
4021100045,2.0
731500200,2.0
2591820310,2.0
6613000140,2.0
7830800339,2.0
7340500270,2.0
293720140,2.0
9273200140,2.0
6979900390,2.0
6379500159,2.0
8856940060,2.0
3575200070,2.0
1196003428,2.0
5104450990,2.0
2612000390,2.0
7300400060,2.0
1139000069,2.0
5693500270,2.0
2608300030,2.0
7504101230,2.0
205000520,2.0
7852020640,2.0
7940700260,2.0
8854100350,2.0
3904980030,2.0
7843500070,2.0
7202340960,2.0
7234600903,2.0
4307350200,2.0
3276930400,2.0
4045100075,2.0
4057300200,2.0
5014600240,2.0
6799300270,2.0
2021200370,2.0
7300200550,2.0
8856890200,2.0
1402950550,2.0
1443300140,2.0
3905081070,2.0
5637500070,2.0
4136890260,2.0
3056800160,2.0
3654800200,2.0
1937300270,2.0
4137050060,2.0
2310000240,2.0
3955900830,2.0
8665050060,2.0
7504110030,2.0
7805450810,2.0
2436701200,2.0
7871500070,2.0
2110200036,2.0
9465910070,2.0
2324800070,2.0
8562890700,2.0
880000189,2.0
4298100240,2.0
3275780030,2.0
1923000160,2.0
3278600710,2.0
9406520830,2.0
6623400135,2.0
2768301525,2.0
739980260,2.0
4046500320,2.0
1109000390,2.0
8730000270,2.0
3395070640,2.0
7714000070,2.0
8820901670,2.0
2925059135,2.0
4139430340,2.0
8691300860,2.0
5489200435,2.0
4298100070,2.0
7555210340,2.0
2313900510,2.0
3629790160,2.0
1778350070,2.0
1703050200,2.0
7853340860,2.0
3904910320,2.0
7437100570,2.0
3131200640,2.0
2826049282,2.0
8946750030,2.0
7852090810,2.0
9264960340,2.0
1624079104,2.0
7199320570,2.0
2379300340,2.0
7701990560,2.0
2025700860,2.0
1862900350,2.0
5700004028,2.0
2424059035,2.0
789000550,2.0
5104511040,2.0
7215722010,2.0
7625704510,2.0
1762600260,2.0
2553300030,2.0
5416300240,2.0
7203220260,2.0
8699800060,2.0
11501160,2.0
7202330370,2.0
7202290160,2.0
7237500390,2.0
2197600451,2.0
3278604400,2.0
3276930270,2.0
2505500030,2.0
5416510060,2.0
4137010260,2.0
1509500160,2.0
3904940200,2.0
7258200055,2.0
255520260,2.0
3343900326,2.0
293760310,2.0
7237501180,2.0
2475201180,2.0
2781270550,2.0
200510060,2.0
2537500140,2.0
3905100520,2.0
6332940070,2.0
7137960030,2.0
7880010060,2.0
1541700240,2.0
6064800710,2.0
1865810060,2.0
7533800295,2.0
5415300060,2.0
1247600105,2.0
3131201290,2.0
1117200390,2.0
8956000350,2.0
7853210140,2.0
2767601375,2.0
9465910320,2.0
7893800335,2.0
3630180400,2.0
1224069074,2.0
7625700935,2.0
9558020890,2.0
11900140,2.0
8691500990,2.0
8856971000,2.0
1026049082,2.0
2095800400,2.0
7852030240,2.0
6321000045,2.0
8029520240,2.0
4401150070,2.0
3331000070,2.0
5249800729,2.0
5104511600,2.0
8663370060,2.0
6004510240,2.0
1630700135,2.0
3224600310,2.0
8658300510,2.0
8691300060,2.0
2798600240,2.0
5701800030,2.0
7636800041,2.0
3904901200,2.0
4109600055,2.0
7202340370,2.0
2215450060,2.0
8079030350,2.0
4389200765,2.0
567000392,2.0
5729200030,2.0
8682220390,2.0
9828700200,2.0
7852180560,2.0
3655400060,2.0
7893802800,2.0
8944460030,2.0
2473480560,2.0
2025760160,2.0
2329800240,2.0
853400240,2.0
3260810260,2.0
7298040310,2.0
2407900200,2.0
7558700030,2.0
203600140,2.0
1822350070,2.0
3323069084,2.0
9126100550,2.0
4232400860,2.0
2723069082,2.0
7841300505,2.0
8961990160,2.0
3630180340,2.0
5104450070,2.0
4139440830,2.0
9301300751,2.0
8691410700,2.0
1823039205,2.0
3904940070,2.0
1939130070,2.0
6821600390,2.0
1925069082,2.0
8100400160,2.0
5556300102,2.0
3295950240,2.0
3905000340,2.0
3521069051,2.0
8032700140,2.0
1453600202,2.0
3904910520,2.0
8681660060,2.0
2592210160,2.0
1687000270,2.0
8078460550,2.0
5631500254,2.0
8567300140,2.0
98000060,2.0
1726069084,2.0
5003600240,2.0
7880000060,2.0
5255690160,2.0
869700320,2.0
5089700260,2.0
9552700550,2.0
6639900012,2.0
7663700030,2.0
8073000550,2.0
6127600036,2.0
319500570,2.0
7852030320,2.0
2481630070,2.0
4299000030,2.0
9471200370,2.0
133000135,2.0
6137500320,2.0
339350070,2.0
8907500070,2.0
7504460200,2.0
1559900200,2.0
3275860270,2.0
5457300703,2.0
3630120700,2.0
3630120700,2.0
2413301070,2.0
7941140070,2.0
1703050520,2.0
2412600030,2.0
5266300140,2.0
11520030,2.0
7202290140,2.0
8161010060,2.0
8562900710,2.0
2909300640,2.0
3449900030,2.0
1737100830,2.0
3818400060,2.0
9264960560,2.0
6362900172,2.0
9272200810,2.0
3276900030,2.0
6202600070,2.0
7312000240,2.0
8562890560,2.0
4136930310,2.0
7787110060,2.0
8651580310,2.0
7923500060,2.0
3629920830,2.0
4054510270,2.0
2864600105,2.0
8165500830,2.0
4395600060,2.0
1115300270,2.0
4279200060,2.0
3425059222,2.0
1176001195,2.0
5412100550,2.0
7203000465,2.0
4458800060,2.0
9406520550,2.0
7852160070,2.0
1231000520,2.0
4215250310,2.0
9510970310,2.0
98030160,2.0
7853300070,2.0
7300410060,2.0
1939110310,2.0
3271801090,2.0
2954400400,2.0
4221270340,2.0
2159900060,2.0
1531000140,2.0
2125049139,2.0
7805460310,2.0
4137010240,2.0
1422300140,2.0
6127011000,2.0
7625700012,2.0
4213910030,2.0
1223089083,2.0
8651520240,2.0
8952900204,2.0
646910030,2.0
5469501940,2.0
5101402482,2.0
6181430800,2.0
1898200030,2.0
567000672,2.0
9126101740,2.0
7511210310,2.0
65000260,2.0
9521100960,2.0
7697920060,2.0
5700003985,2.0
7355700171,2.0
4055700955,2.0
4022902505,2.0
5631500505,2.0
7701990700,2.0
424069264,2.0
7625704005,2.0
3121069036,2.0
2540800390,2.0
9510930350,2.0
5535600520,2.0
1513800036,2.0
6699930550,2.0
8093800200,2.0
225039082,2.0
5021900140,2.0
8081500060,2.0
2115200160,2.0
5095600310,2.0
4309720160,2.0
1843100070,2.0
4307350520,2.0
5561401260,2.0
2883200966,2.0
7214800240,2.0
3629920860,2.0
254000445,2.0
5608000700,2.0
3295610350,2.0
3260570260,2.0
1592000260,2.0
8113600004,2.0
1951700700,2.0
1832100030,2.0
8565000030,2.0
1180002378,2.0
2944500710,2.0
2481630200,2.0
7504010560,2.0
984220370,2.0
2600000510,2.0
2925079012,2.0
7202430060,2.0
5312100060,2.0
7805460030,2.0
3303980520,2.0
2538410140,2.0
2025770560,2.0
225069017,2.0
6804600550,2.0
3629920140,2.0
1337300070,2.0
9290900160,2.0
2251500270,2.0
808300550,2.0
8899210320,2.0
9322800260,2.0
7015200335,2.0
4139460200,2.0
7861300140,2.0
6699000810,2.0
5104510240,2.0
6918700320,2.0
3013300055,2.0
9151600695,2.0
5561400260,2.0
7942601805,2.0
3886902505,2.0
1853081000,2.0
4403600240,2.0
3885803625,2.0
869700370,2.0
4307301160,2.0
2402100575,2.0
4307350990,2.0
98030140,2.0
5409800140,2.0
9253900354,2.0
3319500922,2.0
2314300200,2.0
3528000260,2.0
3066120030,2.0
2397101200,2.0
5637200200,2.0
3066410800,2.0
7203101260,2.0
3905100070,2.0
3905010140,2.0
6114400136,2.0
6127010800,2.0
2600010070,2.0
1118001805,2.0
3398800055,2.0
3528000510,2.0
3904921070,2.0
4136950140,2.0
8637100370,2.0
1523069204,2.0
4379400560,2.0
629810350,2.0
4113800550,2.0
7298020240,2.0
8568000070,2.0
1118002090,2.0
1180500070,2.0
8562890370,2.0
9346700320,2.0
8700120520,2.0
1426049083,2.0
1337800045,2.0
2207500695,2.0
2472930270,2.0
7203102080,2.0
6699940140,2.0
2641400160,2.0
3892500070,2.0
4215250030,2.0
7695500200,2.0
8730000260,2.0
3395040550,2.0
3395040550,2.0
5469700260,2.0
2991000400,2.0
5104510370,2.0
1895450200,2.0
4073800140,2.0
8944600200,2.0
3066400140,2.0
461003251,2.0
8691350200,2.0
2489200070,2.0
425069104,2.0
1336800160,2.0
4401200350,2.0
5317100570,2.0
8106100105,2.0
9407150240,2.0
629400340,2.0
1721059286,2.0
4142450510,2.0
908000260,2.0
1888120140,2.0
7695500240,2.0
6762700340,2.0
2326059082,2.0
2591010240,2.0
1085610030,2.0
4345000510,2.0
4345000510,2.0
2592400550,2.0
4219400520,2.0
1224059053,2.0
98020140,2.0
705700640,2.0
2880100160,2.0
8856900310,2.0
2095800520,2.0
5422420140,2.0
7234601162,2.0
4136890560,2.0
9269260240,2.0
3343301920,2.0
6448600060,2.0
6619510060,2.0
7212660640,2.0
4388600030,2.0
629420260,2.0
1117200550,2.0
7714000340,2.0
1843100520,2.0
1329000030,2.0
7853240560,2.0
8078100260,2.0
3905120830,2.0
1442800400,2.0
3905000200,2.0
2619920030,2.0
2600140070,2.0
2787250240,2.0
2781260370,2.0
7137900960,2.0
2215902010,2.0
1778350270,2.0
1321970240,2.0
6816300060,2.0
255400070,2.0
5104531820,2.0
4027700844,2.0
425069139,2.0
3047700105,2.0
7694800070,2.0
1922000070,2.0
1561910270,2.0
8035350260,2.0
104550520,2.0
5413200140,2.0
522049104,2.0
3859900060,2.0
2719100013,2.0
7234601544,2.0
5652601455,2.0
2331540070,2.0
6345000160,2.0
8698600055,2.0
2538400060,2.0
7183000070,2.0
824059083,2.0
2451000070,2.0
7732410370,2.0
2128000160,2.0
3764650070,2.0
1118000465,2.0
2622059062,2.0
2320069083,2.0
2333230270,2.0
5104510340,2.0
2517000700,2.0
3629910240,2.0
2887703066,2.0
3185600055,2.0
251300260,2.0
2887700140,2.0
6192400400,2.0
1425069116,2.0
3582900200,2.0
128500260,2.0
3508100135,2.0
2553300140,2.0
1330900570,2.0
8946750140,2.0
7129300400,2.0
2126059234,2.0
621069074,2.0
7879600070,2.0
2395710070,2.0
6669100070,2.0
8856920070,2.0
323089084,2.0
798000342,2.0
5104511840,2.0
5205000400,2.0
8856970570,2.0
293910030,2.0
9547205660,2.0
3888100128,2.0
1088000030,2.0
3020079078,2.0
11520640,2.0
8078350030,2.0
8682281710,2.0
1383500070,2.0
3630180240,2.0
705700140,2.0
6300000693,2.0
7215420160,2.0
9244900248,2.0
824059277,2.0
3278601940,2.0
7853250160,2.0
8106300510,2.0
7856640560,2.0
8691310070,2.0
7436300160,2.0
2111010340,2.0
7852150140,2.0
1370800830,2.0
2568200140,2.0
2175100055,2.0
9430110030,2.0
6654700240,2.0
5457300696,2.0
9346700270,2.0
2634500070,2.0
3034200370,2.0
2600140370,2.0
5416100160,2.0
3905040070,2.0
8562900520,2.0
1000102,2.0
1000102,2.0
6979970140,2.0
3629921160,2.0
3629910370,2.0
2024079035,2.0
7202270830,2.0
2818600060,2.0
3905030140,2.0
6679000390,2.0
1822500160,2.0
7811210320,2.0
3123049320,2.0
8691330310,2.0
1471590060,2.0
5104531580,2.0
2738650030,2.0
7215410320,2.0
7202330270,2.0
9542830160,2.0
3630120960,2.0
1687000240,2.0
4137060270,2.0
1312920060,2.0
1472330030,2.0
7796450340,2.0
1471620240,2.0
3904901670,2.0
3629970240,2.0
2954400520,2.0
1121059105,2.0
2591720070,2.0
9290850800,2.0
1328300810,2.0
5061300030,2.0
3362900696,2.0
8078460810,2.0
538000390,2.0
8572900135,2.0
8056000075,2.0
6421100342,2.0
3904990030,2.0
2193340140,2.0
1422300160,2.0
1796250140,2.0
6699001200,2.0
9829200566,2.0
2624059036,2.0
8582010240,2.0
7738500731,2.0
1727850340,2.0
7018000560,2.0
4147200140,2.0
7504020810,2.0
3276930370,2.0
1687000200,2.0
7501000340,2.0
823069074,2.0
2366800055,2.0
2607760890,2.0
4139500200,2.0
8079100700,2.0
8700120270,2.0
3204300860,2.0
8857320260,2.0
2547200240,2.0
6441800060,2.0
8910500238,2.0
3888100226,2.0
7227501369,2.0
3820350070,2.0
6891100260,2.0
6076500160,2.0
2218000390,2.0
5583200810,2.0
7340600827,2.0
5016002180,2.0
7300000550,2.0
7851980260,2.0
1423400260,2.0
3876810140,2.0
9808590310,2.0
2595650060,2.0
7203101580,2.0
2770601741,2.0
4250200140,2.0
8965400390,2.0
3760500435,2.0
9510310030,2.0
7272001610,2.0
2822059350,2.0
2781260070,2.0
2472920140,2.0
7215730310,2.0
151000075,2.0
5104530240,2.0
4139680070,2.0
7852180260,2.0
1471610060,2.0
8691330060,2.0
6662410070,2.0
7283900045,2.0
3352401981,2.0
2325069117,2.0
8663260030,2.0
9264930400,2.0
2490200055,2.0
3830630140,2.0
6385260160,2.0
5701500030,2.0
3601200465,2.0
2526059046,2.0
3416600111,2.0
824059331,2.0
9808640320,2.0
818100030,2.0
8091411040,2.0
5561200310,2.0
8857640860,2.0
2591760070,2.0
7203220370,2.0
567000755,2.0
5035300850,2.0
7852130100,2.0
9828200147,2.0
8100000090,2.0
7805450750,2.0
148000705,2.0
8731951130,2.0
7582700100,2.0
626059317,2.0
9359100750,2.0
5561400740,2.0
1723099031,2.0
9126100850,2.0
7202331220,2.0
3825310820,2.0
7852040110,2.0
6752500090,2.0
1025069192,2.0
324069015,2.0
4114601570,2.0
7504030090,2.0
1313300300,2.0
9406450090,2.0
2619950490,2.0
1646500785,2.0
2781270090,2.0
1326069191,2.0
2523069192,2.0
2523069156,2.0
8651611130,2.0
423059184,2.0
5451200600,2.0
6300000378,2.0
9808100100,2.0
4019300906,2.0
9528101224,2.0
6117502727,2.0
2725069162,2.0
4232400110,2.0
7215721570,2.0
5103300090,2.0
9558200025,2.0
7658600025,2.0
7977201240,2.0
1023059429,2.0
203600600,2.0
1332000110,2.0
5214500690,2.0
4045900147,2.0
2597460090,2.0
4188000490,2.0
1947300115,2.0
7278100690,2.0
8965520100,2.0
1036100100,2.0
3625049014,2.0
2744000100,2.0
9545260100,2.0
375000165,2.0
7855600820,2.0
121059147,2.0
123039313,2.0
8835220090,2.0
6381501636,2.0
9828701871,2.0
3396200090,2.0
8825900855,2.0
2123700015,2.0
148000375,2.0
3342101785,2.0
825069097,2.0
7745000090,2.0
1329000090,2.0
5452301785,2.0
1137500090,2.0
5101405265,2.0
7852020300,2.0
2652500015,2.0
9552701030,2.0
7462900015,2.0
7419700015,2.0
4473400195,2.0
9358001566,2.0
6145600900,2.0
1865000110,2.0
1454600038,2.0
8864000735,2.0
7334501240,2.0
7885801460,2.0
1823099076,2.0
251620110,2.0
9264950940,2.0
6613000015,2.0
7625703885,2.0
9510970300,2.0
9286100300,2.0
4047200850,2.0
4019300195,2.0
7237500590,2.0
1023059511,2.0
1926069137,2.0
9547202265,2.0
1445200110,2.0
1023059313,2.0
7853270940,2.0
5561401220,2.0
8944750850,2.0
1827200265,2.0
9264921030,2.0
8651511220,2.0
3629800100,2.0
2517100490,2.0
4318200405,2.0
2329810590,2.0
1931301105,2.0
3521049048,2.0
1118001645,2.0
6979940100,2.0
6909200037,2.0
4136980090,2.0
9510970090,2.0
1125069064,2.0
7853270740,2.0
5416500090,2.0
624110930,2.0
7885800740,2.0
8082400076,2.0
1310980110,2.0
3023049236,2.0
9808700405,2.0
1924069058,2.0
9269260100,2.0
7660600131,2.0
2296500131,2.0
2968801366,2.0
7215420590,2.0
3343301910,2.0
540100057,2.0
1330300300,2.0
1137301780,2.0
5207200195,2.0
4045500625,2.0
2386000300,2.0
3625059143,2.0
3359500110,2.0
818500490,2.0
8085400490,2.0
2355010090,2.0
2125059112,2.0
2028700535,2.0
4309710100,2.0
1086100100,2.0
8700100100,2.0
7701961030,2.0
9413400165,2.0
104550690,2.0
1995200245,2.0
1337800855,2.0
6893300110,2.0
6084200100,2.0
2821049048,2.0
3904901450,2.0
9829200495,2.0
9828702310,2.0
3276050110,2.0
104550740,2.0
6403510090,2.0
2326300090,2.0
7132300042,2.0
3861470110,2.0
5437400100,2.0
1423089055,2.0
339600110,2.0
3260000300,2.0
7212650850,2.0
7820000038,2.0
3793501130,2.0
6052400625,2.0
9558020600,2.0
7215730090,2.0
3629921240,2.0
7854800090,2.0
4054530090,2.0
1118001408,2.0
8901001335,2.0
5332200026,2.0
7214710300,2.0
2597531030,2.0
5318100645,2.0
1761300110,2.0
7732400490,2.0
5416510110,2.0
808300490,2.0
5651010300,2.0
9328510100,2.0
7853301560,2.0
7905200147,2.0
3693900245,2.0
3575302345,2.0
3204300090,2.0
4154305290,2.0
2122059206,2.0
98000750,2.0
3629870110,2.0
203100690,2.0
3223059303,2.0
2023069059,2.0
2331300025,2.0
5525400300,2.0
3578700017,2.0
3449900090,2.0
1137300900,2.0
6648760100,2.0
1737300110,2.0
824069156,2.0
1997200165,2.0
3793501450,2.0
7968200090,2.0
1257201130,2.0
7526400100,2.0
7504400750,2.0
7300410300,2.0
8100400110,2.0
1724079013,2.0
2770606822,2.0
7888780090,2.0
2423059067,2.0
1331900110,2.0
6042000090,2.0
8151600590,2.0
2825059256,2.0
104540820,2.0
9272200090,2.0
3904901570,2.0
6979920090,2.0
1515920090,2.0
2473100090,2.0
104530490,2.0
6848200475,2.0
3342103148,2.0
1115400090,2.0
4137000590,2.0
4397000100,2.0
3426049031,2.0
4310702775,2.0
8965450110,2.0
225039175,2.0
4249000100,2.0
7527200110,2.0
7237300090,2.0
6700390100,2.0
3121500100,2.0
3629760110,2.0
8081030090,2.0
7853250090,2.0
7133300044,2.0
293700110,2.0
7697870600,2.0
7853240100,2.0
8564850300,2.0
2767601390,2.0
3738900165,2.0
1314300018,2.0
1773100121,2.0
9294300600,2.0
126059097,2.0
9558040820,2.0
1437580600,2.0
952003585,2.0
3066400750,2.0
2607740100,2.0
1828300100,2.0
4070700300,2.0
2781250750,2.0
203100625,2.0
2133010110,2.0
4389201250,2.0
9238500100,2.0
2540700110,2.0
3026079055,2.0
3876301140,2.0
3222049112,2.0
9348700490,2.0
3022059066,2.0
3885803245,2.0
8819901030,2.0
2623069067,2.0
98020300,2.0
7243500025,2.0
5603800110,2.0
1550000463,2.0
7012200215,2.0
1241900028,2.0
8691400600,2.0
1118000301,2.0
3905081500,2.0
5452301810,2.0
5104511730,2.0
3629921140,2.0
2734100734,2.0
2322069168,2.0
7885800900,2.0
8556800100,2.0
9830200475,2.0
3447000100,2.0
1118001295,2.0
9275702350,2.0
7852100110,2.0
9406550100,2.0
1126059144,2.0
5409800110,2.0
7963900100,2.0
9264910100,2.0
567000268,2.0
6821102352,2.0
1068000110,2.0
2600020100,2.0
4055700378,2.0
925059113,2.0
3275000090,2.0
8946700100,2.0
5332200405,2.0
9808700762,2.0
1158700100,2.0
7237500110,2.0
1822069097,2.0
1668500100,2.0
3592500985,2.0
304100090,2.0
1566100625,2.0
8861500015,2.0
8961990090,2.0
722069232,2.0
1825069031,2.0
1825069031,2.0
3348401584,2.0
8029500100,2.0
7215730590,2.0
7525530100,2.0
4113800300,2.0
2130702350,2.0
7852090750,2.0
2488200459,2.0
9542830600,2.0
2767604580,2.0
662310900,2.0
8691410100,2.0
2768301217,2.0
629000615,2.0
7202360600,2.0
7852020590,2.0
2597520090,2.0
8941800100,2.0
4178500100,2.0
6169901130,2.0
509000090,2.0
2473371780,2.0
8691360490,2.0
9175600025,2.0
7605800090,2.0
2260800110,2.0
1972205338,2.0
5700003585,2.0
685000115,2.0
3423600025,2.0
8078350090,2.0
5309100750,2.0
2420069201,2.0
1105000745,2.0
8927600100,2.0
318500300,2.0
8965500900,2.0
3423059140,2.0
114101055,2.0
9558000100,2.0
1221059112,2.0
4400200057,2.0
8564950300,2.0
3751601501,2.0
7230000265,2.0
2815600215,2.0
424069233,2.0
1898310110,2.0
3407700047,2.0
7202340930,2.0
7701450110,2.0
4025300195,2.0
7140700850,2.0
2122059236,2.0
9522350090,2.0
7148000315,2.0
2180001080,2.0
1558500100,2.0
6852700412,2.0
203400090,2.0
7852070090,2.0
1250200552,2.0
9184700600,2.0
4221250090,2.0
3260350090,2.0
6447300265,2.0
9523104345,2.0
808300090,2.0
8077100031,2.0
1402650110,2.0
7504110110,2.0
4055700778,2.0
2474400300,2.0
87000283,2.0
3856904580,2.0
7345600755,2.0
2473510090,2.0
1329300300,2.0
952007069,2.0
6613000750,2.0
2303900090,2.0
4083304535,2.0
3626039403,2.0
254000100,2.0
8680500090,2.0
3424089119,2.0
8561200110,2.0
2781250110,2.0
2619920110,2.0
8665050490,2.0
1025039086,2.0
7852060490,2.0
2868300115,2.0
2025049175,2.0
2771604226,2.0
3395041194,2.0
1024069162,2.0
2902200015,2.0
2871000300,2.0
9526600090,2.0
629420100,2.0
6905200215,2.0
7202430110,2.0
6802200100,2.0
3629920600,2.0
3856902250,2.0
8887001140,2.0
2621069066,2.0
2919201335,2.0
1796370930,2.0
7853270100,2.0
7338000850,2.0
4239400740,2.0
1235700042,2.0
1794501390,2.0
7857001560,2.0
2770604365,2.0
7853340490,2.0
5416100110,2.0
7853301390,2.0
3432500705,2.0
2111010940,2.0
2771102158,2.0
3760500336,2.0
993000090,2.0
2770604079,2.0
2719100042,2.0
7899800864,2.0
2024059058,2.0
4232900940,2.0
2770605550,2.0
5422560930,2.0
4166600115,2.0
3574801500,2.0
1326069188,2.0
223039330,2.0
5422560900,2.0
2423029245,2.0
8651600110,2.0
3523089019,2.0
5416501030,2.0
4112100165,2.0
524069019,2.0
7853290090,2.0
5468730110,2.0
5154200015,2.0
4083304190,2.0
2470100110,2.0
7574910490,2.0
8108600464,2.0
3295610490,2.0
2725069085,2.0
806800110,2.0
2125059013,2.0
7202260300,2.0
1796100015,2.0
4232902615,2.0
3790700110,2.0
2461900375,2.0
8651611690,2.0
1858600042,2.0
1954700615,2.0
1769600147,2.0
9828702262,2.0
3425059206,2.0
6848200018,2.0
9206950110,2.0
8106300820,2.0
1454600266,2.0
7504050090,2.0
5701700011,2.0
3629970930,2.0
4054500590,2.0
7600057,2.0
7202341110,2.0
1122069019,2.0
1565950090,2.0
4137000110,2.0
2726059100,2.0
7202331500,2.0
6806300750,2.0
1898900100,2.0
3223039013,2.0
1332200110,2.0
7140700300,2.0
7853301220,2.0
7871500485,2.0
3818700123,2.0
7280300042,2.0
3223069118,2.0
2522029039,2.0
853000261,2.0
7165700110,2.0
7202340820,2.0
2490200165,2.0
1873100490,2.0
1922059445,2.0
6398000011,2.0
5460600110,2.0
9478500590,2.0
339600090,2.0
3522029031,2.0
104530110,2.0
6852700246,2.0
8665900291,2.0
8965500820,2.0
1024000100,2.0
6132600165,2.0
3630030110,2.0
9297300740,2.0
7853230590,2.0
1221000490,2.0
5210200077,2.0
3275880100,2.0
2767704345,2.0
1564000740,2.0
8141300300,2.0
4307340490,2.0
2320069364,2.0
2581900165,2.0
3793501050,2.0
4178700100,2.0
3225059223,2.0
3885805325,2.0
1137300690,2.0
203600590,2.0
1370802600,2.0
7645900165,2.0
1023079147,2.0
4054520100,2.0
9310300215,2.0
3905081800,2.0
2572400100,2.0
6821600300,2.0
3876312490,2.0
1591600044,2.0
4221270100,2.0
7300410110,2.0
7852000110,2.0
4302200590,2.0
8635750090,2.0
7631800025,2.0
