id,bedrooms,sqft_living,price,standard
6072800170,4,3330,2500000.0,high_standard
4107100190,4,3480,2500000.0,high_standard
1324049015,4,3440,2485000.0,high_standard
4139420190,4,5310,2480000.0,high_standard
9831200500,5,6810,2479000.0,high_standard
1176001293,3,4340,2475000.0,high_standard
1118002000,5,6390,2466350.0,high_standard
3262300555,4,6500,2458000.0,high_standard
1118000110,4,4730,2453500.0,high_standard
2210500010,7,4670,2450000.0,high_standard
3623500205,4,5030,2450000.0,high_standard
5700004028,4,4250,2450000.0,high_standard
4389201250,5,4430,2450000.0,high_standard
2426039123,5,7880,2415000.0,high_standard
853200040,5,4600,2408000.0,high_standard
251620090,4,4140,2400000.0,high_standard
6169900790,6,5480,2400000.0,high_standard
9185700440,4,5860,2400000.0,high_standard
4045100075,4,4890,2400000.0,high_standard
2025069065,4,3650,2400000.0,high_standard
724069059,3,3000,2400000.0,high_standard
3880900010,5,3410,2400000.0,high_standard
3398800055,4,4090,2400000.0,high_standard
6072800265,4,3800,2395000.0,high_standard
1725059316,4,6330,2385000.0,high_standard
1860600135,5,3650,2384000.0,high_standard
6072800205,4,3220,2375000.0,high_standard
2579500110,3,3530,2367000.0,high_standard
2154970020,4,5010,2351960.0,high_standard
1725059127,6,5550,2350000.0,high_standard
625059051,4,4370,2350000.0,high_standard
4139900180,4,4500,2340000.0,high_standard
1652500010,4,4420,2328000.0,high_standard
4139300135,5,5780,2321000.0,high_standard
8085400376,4,5050,2320000.0,high_standard
1118001201,4,3370,2300000.0,high_standard
3426049284,4,4110,2300000.0,high_standard
5536100005,7,5310,2300000.0,high_standard
3880900170,4,3280,2300000.0,high_standard
1732801150,4,3970,2300000.0,high_standard
4389200765,4,4250,2300000.0,high_standard
8043700105,4,4360,2300000.0,high_standard
5452301785,4,4070,2298000.0,high_standard
251620110,4,4080,2288000.0,high_standard
1225069038,7,13540,2280000.0,high_standard
3625049088,4,4040,2271150.0,high_standard
8964800445,3,3110,2260000.0,high_standard
3262300485,5,3410,2250000.0,high_standard
5700003985,4,4440,2250000.0,high_standard
5316100980,3,4040,2250000.0,high_standard
9831200159,3,3890,2250000.0,high_standard
1954700695,5,4860,2250000.0,high_standard
4386700135,4,4760,2250000.0,high_standard
7855801670,4,5180,2250000.0,high_standard
1118001215,3,3420,2250000.0,high_standard
5316100920,3,5150,2250000.0,high_standard
2524069097,5,7270,2238890.0,high_standard
518500460,3,3760,2230000.0,high_standard
7936500109,3,3620,2230000.0,high_standard
856000635,4,4700,2225000.0,high_standard
1333300145,3,4200,2225000.0,high_standard
868001435,3,3450,2225000.0,high_standard
1973700030,3,3430,2205000.0,high_standard
1925069082,5,4640,2200000.0,high_standard
2024069008,5,5990,2200000.0,high_standard
3629940160,5,5840,2200000.0,high_standard
1118001295,4,3540,2200000.0,high_standard
824059305,5,5840,2200000.0,high_standard
9185700285,4,3790,2200000.0,high_standard
2425049061,3,3570,2200000.0,high_standard
4045100190,4,4250,2196000.0,high_standard
7935000280,5,5210,2195000.0,high_standard
1954700610,3,3360,2193000.0,high_standard
2525049259,4,4240,2187730.0,high_standard
4218400455,6,4710,2180000.0,high_standard
6377200010,4,4750,2175000.0,high_standard
5553300375,3,3080,2160000.0,high_standard
1370800225,4,3840,2152500.0,high_standard
685000115,8,4340,2150000.0,high_standard
3761700053,3,3470,2150000.0,high_standard
5710000005,4,5060,2150000.0,high_standard
1959701800,3,4660,2147500.0,high_standard
125069038,4,5150,2140000.0,high_standard
1338800425,6,5110,2140000.0,high_standard
4107100204,4,3860,2135000.0,high_standard
3760500336,4,3190,2125000.0,high_standard
622049114,3,5403,2125000.0,high_standard
6065300330,3,3230,2110000.0,high_standard
3025300226,4,3550,2100000.0,high_standard
5700003640,5,5340,2095000.0,high_standard
3861470110,4,4230,2075000.0,high_standard
9533100285,4,4350,2065000.0,high_standard
7352200450,4,3580,2050000.0,high_standard
7424700045,5,3830,2050000.0,high_standard
3505100756,4,4280,2050000.0,high_standard
1338300170,5,4690,2048000.0,high_standard
46100504,4,4100,2027000.0,high_standard
3585901085,6,3810,2005000.0,high_standard
2524049318,4,4260,2000000.0,high_standard
2524049179,3,3050,2000000.0,high_standard
1732800310,4,2870,2000000.0,high_standard
2726049034,3,2610,2000000.0,high_standard
4131900042,5,6490,2000000.0,high_standard
1724069059,5,4580,2000000.0,high_standard
3225069241,3,3490,2000000.0,high_standard
2424059174,4,5640,1999950.0,high_standard
1068000150,4,3910,1999000.0,high_standard
2624089007,2,3900,1998000.0,high_standard
1346300035,5,4480,1990000.0,high_standard
632000065,3,2880,1989000.0,high_standard
2311400056,5,5230,1987500.0,high_standard
2025059026,4,4500,1980000.0,high_standard
1651500040,4,4360,1980000.0,high_standard
5017000470,6,4800,1975000.0,high_standard
1338600225,8,4440,1970000.0,high_standard
824059321,4,4370,1965220.0,high_standard
8964800025,5,3940,1965000.0,high_standard
2806300065,4,4430,1960000.0,high_standard
1923000260,5,6200,1959000.0,high_standard
4055701200,4,3120,1955000.0,high_standard
3124059023,3,3330,1955000.0,high_standard
2525049113,4,4065,1950000.0,high_standard
8835800350,4,7420,1950000.0,high_standard
1568100920,4,3440,1950000.0,high_standard
5486800070,7,4640,1950000.0,high_standard
3760500280,3,2510,1950000.0,high_standard
2425049107,4,4150,1950000.0,high_standard
5493110020,4,4020,1950000.0,high_standard
4389201241,4,4690,1945000.0,high_standard
9809000020,5,3120,1940000.0,high_standard
2626069030,4,7220,1940000.0,high_standard
3860900035,5,4230,1940000.0,high_standard
8081500060,4,4280,1928000.0,high_standard
5700003630,5,4830,1925000.0,high_standard
1370802115,3,3950,1925000.0,high_standard
1118000080,4,3600,1925000.0,high_standard
1630700380,5,7730,1920000.0,high_standard
2425049066,4,3070,1920000.0,high_standard
1118001560,4,4460,1910000.0,high_standard
2540700110,4,4210,1905000.0,high_standard
9808700405,3,2660,1901000.0,high_standard
3024059014,4,3020,1900000.0,high_standard
1525059261,5,5160,1900000.0,high_standard
3835500585,4,4280,1900000.0,high_standard
357000135,4,3070,1900000.0,high_standard
4389201075,4,3680,1900000.0,high_standard
4114601580,6,3020,1900000.0,high_standard
7767000060,5,6510,1900000.0,high_standard
1330300300,3,3150,1900000.0,high_standard
3303850330,4,5080,1900000.0,high_standard
1727001300,4,4130,1900000.0,high_standard
1827200265,2,3690,1899000.0,high_standard
2025069140,3,2830,1898000.0,high_standard
8085400401,4,4020,1898000.0,high_standard
9809000020,5,3120,1895000.0,high_standard
249000180,4,4285,1890000.0,high_standard
824059042,5,4180,1886700.0,high_standard
715010530,5,4410,1881580.0,high_standard
2470200020,4,3260,1880000.0,high_standard
6447300225,3,2620,1880000.0,high_standard
8923600020,5,4390,1880000.0,high_standard
3391500050,4,3930,1875000.0,high_standard
6321000045,5,4110,1875000.0,high_standard
3885803044,4,5810,1875000.0,high_standard
1025039086,3,3280,1875000.0,high_standard
3625700010,5,4510,1870000.0,high_standard
3262300818,4,3790,1865000.0,high_standard
7787400105,4,2950,1865000.0,high_standard
4218400100,6,4460,1865000.0,high_standard
1524079188,4,5240,1862000.0,high_standard
9471200065,5,5570,1855000.0,high_standard
4134300175,4,4120,1851000.0,high_standard
6744701310,4,3830,1850000.0,high_standard
5026900235,4,2910,1850000.0,high_standard
3592500800,5,3680,1850000.0,high_standard
9201300050,5,2800,1850000.0,high_standard
809001520,4,3480,1850000.0,high_standard
1266200140,4,4160,1850000.0,high_standard
4457300005,4,4140,1839900.0,high_standard
6752500090,4,4870,1835000.0,high_standard
2124069115,4,4500,1830000.0,high_standard
5493110080,3,6030,1825000.0,high_standard
1051000040,3,3330,1824100.0,high_standard
1524069044,4,6380,1822500.0,high_standard
4054530260,4,6640,1820000.0,high_standard
4094800120,5,3880,1815000.0,high_standard
1725059136,4,4510,1815000.0,high_standard
5035300325,3,2910,1810000.0,high_standard
8081500050,5,4250,1810000.0,high_standard
1118000465,3,3780,1810000.0,high_standard
9286730020,5,3890,1802750.0,high_standard
1337300145,4,3320,1800000.0,high_standard
5425700205,4,4460,1800000.0,high_standard
4030100005,5,4320,1800000.0,high_standard
4385700250,4,3480,1800000.0,high_standard
323079101,4,6370,1800000.0,high_standard
3528000040,3,5290,1800000.0,high_standard
3343302110,3,2790,1800000.0,high_standard
524059063,5,4490,1800000.0,high_standard
5078400160,5,4400,1800000.0,high_standard
1329000090,4,3930,1799000.0,high_standard
9359100500,4,4060,1795000.0,high_standard
9320100090,5,5270,1795000.0,high_standard
5461300150,5,2880,1795000.0,high_standard
3893100462,5,4360,1789950.0,high_standard
4139420640,4,5490,1785000.0,high_standard
7237501190,4,4890,1780000.0,high_standard
644000040,4,3950,1780000.0,high_standard
1370803180,3,3230,1776000.0,high_standard
251500330,3,4320,1775000.0,high_standard
5457300095,4,3730,1775000.0,high_standard
8964800050,3,2580,1770000.0,high_standard
2954400310,4,5440,1769000.0,high_standard
644000115,4,3980,1765000.0,high_standard
2525049266,3,3060,1762000.0,high_standard
4139420370,4,6055,1760000.0,high_standard
1337800805,3,2360,1755000.0,high_standard
3304700130,4,3860,1755000.0,high_standard
8085400586,4,3560,1750000.0,high_standard
715010130,6,5860,1750000.0,high_standard
7533800295,4,3460,1750000.0,high_standard
1336800240,6,3510,1750000.0,high_standard
250000010,4,3845,1750000.0,high_standard
250000090,4,4650,1750000.0,high_standard
715010140,5,5790,1750000.0,high_standard
3025059072,4,3910,1749000.0,high_standard
3885808005,5,3930,1740000.0,high_standard
4219401080,4,3300,1740000.0,high_standard
1118000935,4,2920,1738000.0,high_standard
3585901025,3,4310,1735000.0,high_standard
4219400520,4,3040,1735000.0,high_standard
1561600056,4,4010,1735000.0,high_standard
1024049024,5,4870,1735000.0,high_standard
46100350,5,5000,1730000.0,high_standard
4094800260,4,4440,1730000.0,high_standard
6448000100,4,3700,1728000.0,high_standard
4141800285,4,3470,1727000.0,high_standard
1088100450,5,4590,1720000.0,high_standard
1118001805,4,4490,1715000.0,high_standard
1118001835,4,3070,1715000.0,high_standard
3738000070,5,2660,1712750.0,high_standard
3220200040,3,2940,1712500.0,high_standard
4100500070,5,4590,1710000.0,high_standard
5154200015,3,2490,1705000.0,high_standard
2154500060,5,4290,1705000.0,high_standard
8106100085,5,5190,1702500.0,high_standard
2175100055,5,4930,1700000.0,high_standard
1925069066,3,2810,1700000.0,high_standard
8073000550,4,3190,1700000.0,high_standard
524059330,4,3830,1700000.0,high_standard
8146200070,5,3810,1700000.0,high_standard
1224059053,5,2500,1700000.0,high_standard
4141010110,4,4330,1700000.0,high_standard
5493100366,5,5850,1700000.0,high_standard
1623069046,4,4070,1700000.0,high_standard
2311400145,4,3320,1699990.0,high_standard
2655500241,3,4160,1699000.0,high_standard
7856410411,4,3860,1698890.0,high_standard
3472800065,4,3600,1698000.0,high_standard
6600000050,4,3950,1698000.0,high_standard
9829200250,3,2600,1697000.0,high_standard
5078400215,5,3940,1695000.0,high_standard
5457800930,2,3170,1695000.0,high_standard
6738700335,4,3770,1695000.0,high_standard
1370800700,3,3910,1695000.0,high_standard
9178601660,5,3320,1695000.0,high_standard
9808100185,4,4020,1691000.0,high_standard
4219401236,3,3400,1690000.0,high_standard
3528000040,3,5290,1690000.0,high_standard
4219400580,4,3000,1688000.0,high_standard
4139480350,4,5000,1688000.0,high_standard
5093300280,5,4830,1681000.0,high_standard
6648150040,5,4860,1680000.0,high_standard
4139500410,6,5770,1680000.0,high_standard
853600150,4,5584,1680000.0,high_standard
3459900230,4,7620,1680000.0,high_standard
3616600003,3,4090,1680000.0,high_standard
4030100290,5,5170,1680000.0,high_standard
1329000030,4,4490,1680000.0,high_standard
5021900140,5,4830,1679000.0,high_standard
9315600050,5,4560,1675000.0,high_standard
1455100355,3,3490,1675000.0,high_standard
629800660,4,4790,1675000.0,high_standard
1959701745,6,4910,1675000.0,high_standard
2125059013,5,4320,1670000.0,high_standard
5350201180,4,3450,1665000.0,high_standard
5154700060,4,3520,1662000.0,high_standard
9544200277,4,4240,1660000.0,high_standard
4218400671,4,3530,1655000.0,high_standard
1370801520,4,3080,1655000.0,high_standard
3262300322,4,3640,1651000.0,high_standard
1068000255,4,4285,1650000.0,high_standard
1652500060,8,4040,1650000.0,high_standard
7856400240,4,3900,1650000.0,high_standard
3343301920,3,2690,1650000.0,high_standard
9413900035,4,3910,1650000.0,high_standard
8964800860,4,2780,1650000.0,high_standard
8964800975,4,3190,1650000.0,high_standard
1651800030,4,2920,1650000.0,high_standard
777100005,3,2750,1650000.0,high_standard
3024059057,4,5550,1650000.0,high_standard
3885803245,5,3310,1650000.0,high_standard
2724079090,4,3920,1650000.0,high_standard
1824079052,4,4200,1650000.0,high_standard
4104500181,4,4610,1648000.0,high_standard
8084900195,6,4010,1646000.0,high_standard
4054550010,5,4780,1640000.0,high_standard
3528900401,3,3140,1640000.0,high_standard
6117502230,3,4660,1637500.0,high_standard
7533800170,3,3110,1636000.0,high_standard
7787400030,5,4220,1635000.0,high_standard
9809000010,5,3090,1629000.0,high_standard
9279700150,4,4410,1625000.0,high_standard
5318101565,4,2980,1625000.0,high_standard
6613000585,3,3490,1620500.0,high_standard
7856400240,4,3900,1620000.0,high_standard
2450500060,4,3820,1620000.0,high_standard
3025300250,4,2350,1620000.0,high_standard
2288900140,3,3490,1620000.0,high_standard
4139470010,4,4250,1615000.0,high_standard
9412400220,4,5470,1612500.0,high_standard
824059331,5,3530,1610000.0,high_standard
853600310,5,6085,1610000.0,high_standard
5093300325,4,4390,1610000.0,high_standard
3861470120,4,4270,1610000.0,high_standard
2655500235,4,3920,1605000.0,high_standard
4139910160,5,4320,1600000.0,high_standard
9253900417,3,2850,1600000.0,high_standard
3616600250,3,3790,1600000.0,high_standard
524059148,4,4280,1600000.0,high_standard
7403200050,3,3370,1600000.0,high_standard
1118002090,3,2820,1600000.0,high_standard
9362000080,5,4050,1600000.0,high_standard
3225079035,6,6050,1600000.0,high_standard
5318100965,4,3890,1600000.0,high_standard
6613000750,4,3680,1600000.0,high_standard
4389200796,3,3160,1600000.0,high_standard
7215900020,4,4060,1600000.0,high_standard
1130000005,3,3170,1600000.0,high_standard
191100435,5,3570,1600000.0,high_standard
3536900030,3,3040,1600000.0,high_standard
8722100570,4,2940,1600000.0,high_standard
5026900160,5,3100,1600000.0,high_standard
1125079111,4,6530,1600000.0,high_standard
2624059036,5,5130,1599950.0,high_standard
9272200090,4,3780,1598890.0,high_standard
1489300005,5,4270,1598000.0,high_standard
6600000217,4,4645,1595000.0,high_standard
8655000070,5,3640,1595000.0,high_standard
3761100180,4,2980,1595000.0,high_standard
8964800755,4,3240,1590000.0,high_standard
7430200060,4,5610,1583000.0,high_standard
8085400055,4,3980,1582500.0,high_standard
9471201175,4,3760,1580000.0,high_standard
3885806105,3,3690,1580000.0,high_standard
2303900045,4,4570,1580000.0,high_standard
2524049148,4,3120,1580000.0,high_standard
5093301285,4,2900,1580000.0,high_standard
251610020,4,3480,1580000.0,high_standard
2225059214,4,4670,1578000.0,high_standard
191100405,4,3410,1575000.0,high_standard
3066120030,4,3810,1575000.0,high_standard
5452301810,5,4220,1575000.0,high_standard
6117502220,3,2610,1575000.0,high_standard
5021900635,3,3620,1575000.0,high_standard
6448000090,5,3650,1575000.0,high_standard
8678500020,4,5830,1575000.0,high_standard
3342104046,4,2890,1570000.0,high_standard
7237500390,5,6070,1570000.0,high_standard
5318100645,4,3070,1570000.0,high_standard
3271800295,5,5620,1569500.0,high_standard
1118001370,3,2340,1568000.0,high_standard
4389200876,4,2970,1565000.0,high_standard
4389200753,4,2810,1565000.0,high_standard
1330300451,3,2190,1565000.0,high_standard
226059096,5,5220,1565000.0,high_standard
624069050,4,5370,1565000.0,high_standard
2524049215,4,3730,1564350.0,high_standard
2311400195,5,3630,1563100.0,high_standard
8084900170,5,3910,1562000.0,high_standard
1925059200,4,2700,1557600.0,high_standard
3262300235,5,2870,1555000.0,high_standard
9468200109,3,4360,1555000.0,high_standard
2652501565,3,3530,1550000.0,high_standard
6448600060,5,2450,1550000.0,high_standard
8678500060,5,6070,1550000.0,high_standard
3892500150,3,4460,1550000.0,high_standard
2525049246,2,2950,1550000.0,high_standard
3754501240,3,5120,1550000.0,high_standard
5451300117,4,5280,1550000.0,high_standard
6613000375,4,3260,1550000.0,high_standard
2574900080,5,3370,1550000.0,high_standard
6096500105,4,2640,1545000.0,high_standard
3395000070,4,4910,1544500.0,high_standard
3179100180,5,2920,1540000.0,high_standard
3896100130,3,2880,1538000.0,high_standard
249000205,5,4470,1537000.0,high_standard
4289900005,4,2850,1535000.0,high_standard
8924600020,4,5770,1535000.0,high_standard
3758900075,5,4270,1532500.0,high_standard
2524049257,4,4250,1530000.0,high_standard
7015200335,4,3620,1525000.0,high_standard
3585900500,4,4720,1525000.0,high_standard
4139910250,4,5850,1525000.0,high_standard
1125069153,4,5990,1525000.0,high_standard
5608000190,5,5930,1520000.0,high_standard
2617900035,6,3720,1520000.0,high_standard
2397100705,4,3650,1518630.0,high_standard
9201300020,3,2610,1517000.0,high_standard
5608000630,4,4500,1515000.0,high_standard
2597450620,3,4010,1511250.0,high_standard
1832100055,5,4390,1510000.0,high_standard
1336800015,4,3660,1506000.0,high_standard
46100204,5,3300,1505000.0,high_standard
7856400300,2,3180,1505000.0,high_standard
5701500030,4,3480,1505000.0,high_standard
9402800005,3,3530,1500000.0,high_standard
7923250090,3,3110,1500000.0,high_standard
2344300170,5,4370,1500000.0,high_standard
8964800390,3,2430,1500000.0,high_standard
6669200200,5,2590,1500000.0,high_standard
1338800365,6,3560,1500000.0,high_standard
3232200085,6,3670,1500000.0,high_standard
7237500360,4,5550,1500000.0,high_standard
9808700025,3,1910,1500000.0,high_standard
3885804390,4,3470,1500000.0,high_standard
622069006,4,6550,1500000.0,high_standard
629800540,4,5020,1500000.0,high_standard
2397101185,5,3520,1500000.0,high_standard
327000050,4,3860,1500000.0,high_standard
5700004040,3,3990,1500000.0,high_standard
9320200050,4,2930,1500000.0,high_standard
4139490190,4,4410,1500000.0,high_standard
4141800215,4,3770,1495000.0,high_standard
629000615,4,3070,1495000.0,high_standard
6448000020,4,2420,1490000.0,high_standard
9522300010,3,4560,1490000.0,high_standard
31000165,5,3620,1490000.0,high_standard
8835770170,5,6880,1488000.0,high_standard
4139500080,4,5180,1488000.0,high_standard
8835401250,6,4430,1485000.0,high_standard
3885805175,4,3730,1485000.0,high_standard
3885805665,4,4030,1485000.0,high_standard
7582700075,4,3930,1485000.0,high_standard
5450900060,5,4570,1484900.0,high_standard
4217401035,3,3290,1482500.0,high_standard
8920100066,4,5220,1481000.0,high_standard
5700003810,4,3920,1480000.0,high_standard
3892500070,3,4070,1480000.0,high_standard
5167000140,3,3700,1480000.0,high_standard
2911700020,3,4470,1476000.0,high_standard
4217401365,5,3680,1475000.0,high_standard
5317100530,4,3050,1475000.0,high_standard
4139910180,5,4770,1475000.0,high_standard
6762700515,3,2570,1475000.0,high_standard
1118001360,3,3910,1475000.0,high_standard
6645900010,4,3030,1470000.0,high_standard
4139900050,4,5010,1468000.0,high_standard
6169900580,6,4230,1465000.0,high_standard
98000150,4,4930,1465000.0,high_standard
9551201240,4,2800,1465000.0,high_standard
868001705,3,2480,1465000.0,high_standard
1251200045,5,3840,1462500.0,high_standard
9197800010,4,4200,1460000.0,high_standard
98300230,4,4620,1459000.0,high_standard
1338800280,4,2650,1457000.0,high_standard
1235100328,5,4070,1454000.0,high_standard
1724069079,2,2070,1452000.0,high_standard
4055700030,3,3970,1450000.0,high_standard
824059324,4,3720,1450000.0,high_standard
3760500455,3,4110,1450000.0,high_standard
8964800695,3,2230,1450000.0,high_standard
1689400375,4,3100,1450000.0,high_standard
3025300225,5,3090,1450000.0,high_standard
7324900016,5,4170,1450000.0,high_standard
9831200172,4,2860,1450000.0,high_standard
4340000080,4,2820,1450000.0,high_standard
3528900330,4,3770,1450000.0,high_standard
7855000460,3,3940,1450000.0,high_standard
2625069038,4,4300,1450000.0,high_standard
629800380,4,4360,1450000.0,high_standard
6645950070,4,5000,1450000.0,high_standard
1373800295,3,4380,1450000.0,high_standard
4389200955,4,2750,1450000.0,high_standard
6169901085,4,3200,1445000.0,high_standard
1377300005,4,3470,1445000.0,high_standard
5494000040,4,2660,1444000.0,high_standard
9831200520,4,3720,1443920.0,high_standard
5556300076,3,2630,1442500.0,high_standard
8835900220,2,2720,1442500.0,high_standard
809002680,4,2410,1440000.0,high_standard
2025049111,3,3870,1440000.0,high_standard
5456000025,5,3420,1438890.0,high_standard
1102000527,4,4410,1437500.0,high_standard
4139430250,4,4970,1436000.0,high_standard
856000985,4,2910,1430800.0,high_standard
4232900310,5,3350,1430000.0,high_standard
8964800225,3,1890,1430000.0,high_standard
9290900160,4,3380,1430000.0,high_standard
868002335,3,2710,1430000.0,high_standard
1336800670,5,2840,1425000.0,high_standard
6819100020,4,4960,1425000.0,high_standard
98000130,4,4630,1425000.0,high_standard
4385700425,2,2220,1425000.0,high_standard
7419500200,5,3950,1420000.0,high_standard
7933250050,5,4020,1419000.0,high_standard
4139900120,4,4670,1415000.0,high_standard
4055700378,4,3600,1415000.0,high_standard
6613001241,4,3110,1415000.0,high_standard
7856400300,2,3180,1411600.0,high_standard
284000025,2,2180,1410000.0,high_standard
5427100150,4,3250,1410000.0,high_standard
7237550100,4,4920,1408760.0,high_standard
2524049018,5,3580,1406890.0,high_standard
3225059223,4,3410,1405000.0,high_standard
9253900408,3,3130,1400000.0,high_standard
4054530240,4,4380,1400000.0,high_standard
1336800880,4,3780,1400000.0,high_standard
3931900510,4,4070,1400000.0,high_standard
1370801331,4,4040,1400000.0,high_standard
2102700025,5,4300,1400000.0,high_standard
2451000070,4,2770,1400000.0,high_standard
5315100277,5,3530,1400000.0,high_standard
148000475,4,4700,1400000.0,high_standard
4217401055,4,2920,1400000.0,high_standard
5699000070,4,2980,1400000.0,high_standard
3585300194,5,4140,1400000.0,high_standard
1370801440,4,3520,1400000.0,high_standard
328000160,5,3700,1400000.0,high_standard
1118001645,3,3020,1400000.0,high_standard
1250203070,3,2550,1400000.0,high_standard
1370800935,3,2020,1400000.0,high_standard
2068000270,5,3850,1400000.0,high_standard
9359100750,4,3080,1400000.0,high_standard
8823900290,9,4620,1400000.0,high_standard
4139480200,4,4290,1400000.0,high_standard
3303850290,5,4700,1400000.0,high_standard
1245002391,5,4230,1400000.0,high_standard
1692900095,4,3870,1399950.0,high_standard
5316100106,3,2560,1399000.0,high_standard
2525049133,5,2640,1398000.0,high_standard
629000605,3,2910,1398000.0,high_standard
1338300180,4,3960,1395710.0,high_standard
723000114,5,4010,1395000.0,high_standard
2798000020,4,3560,1395000.0,high_standard
1326059142,4,3520,1395000.0,high_standard
2524000050,3,4240,1393000.0,high_standard
3931900580,4,3130,1389000.0,high_standard
6448000010,4,2940,1388000.0,high_standard
2566300100,5,2650,1388000.0,high_standard
524059250,4,3450,1388000.0,high_standard
9829201020,3,2400,1388000.0,high_standard
4122900020,4,4040,1388000.0,high_standard
2225039103,3,2480,1387800.0,high_standard
2579500101,4,4010,1387000.0,high_standard
713500020,4,4490,1387000.0,high_standard
3885801190,4,3230,1385000.0,high_standard
6169901130,3,2490,1385000.0,high_standard
5608000010,4,4010,1385000.0,high_standard
7856410430,6,5700,1385000.0,high_standard
2625069070,4,4860,1385000.0,high_standard
5035300850,5,3290,1385000.0,high_standard
3204300455,3,2930,1385000.0,high_standard
4139480200,4,4290,1384000.0,high_standard
191100672,4,3160,1381000.0,high_standard
2524049108,5,4050,1380000.0,high_standard
4139500200,6,5740,1380000.0,high_standard
1269200229,3,3786,1379900.0,high_standard
